pokemonId,dexNumber,name,speciesName,identifier,formIdentifier,isDefaultForm,sprite,ocrAliases
735,735,Gumshoos,Gumshoos,gumshoos,,True,735.png,Gumshoos | gumshoos
736,736,Grubbin,Grubbin,grubbin,,True,736.png,Grubbin | grubbin
737,737,Charjabug,Charjabug,charjabug,,True,737.png,Charjabug | charjabug
738,738,Vikavolt,Vikavolt,vikavolt,,True,738.png,Vikavolt | vikavolt
739,739,Crabrawler,Crabrawler,crabrawler,,True,739.png,Crabrawler | crabrawler
740,740,Crabominable,Crabominable,crabominable,,True,740.png,Crabominable | crabominable
741,741,Oricorio,Oricorio,oricorio-baile,,True,741.png,Oricorio | oricorio baile | oricorio-baile
742,742,Cutiefly,Cutiefly,cutiefly,,True,742.png,Cutiefly | cutiefly
743,743,Ribombee,Ribombee,ribombee,,True,743.png,Ribombee | ribombee
744,744,Rockruff,Rockruff,rockruff,,True,744.png,Rockruff | rockruff
745,745,Lycanroc,Lycanroc,lycanroc-midday,,True,745.png,Lycanroc | lycanroc midday | lycanroc-midday
746,746,Wishiwashi,Wishiwashi,wishiwashi-solo,,True,746.png,Wishiwashi | wishiwashi solo | wishiwashi-solo
747,747,Mareanie,Mareanie,mareanie,,True,747.png,Mareanie | mareanie
748,748,Toxapex,Toxapex,toxapex,,True,748.png,Toxapex | toxapex
749,749,Mudbray,Mudbray,mudbray,,True,749.png,Mudbray | mudbray
750,750,Mudsdale,Mudsdale,mudsdale,,True,750.png,Mudsdale | mudsdale
751,751,Dewpider,Dewpider,dewpider,,True,751.png,Dewpider | dewpider
752,752,Araquanid,Araquanid,araquanid,,True,752.png,Araquanid | araquanid
753,753,Fomantis,Fomantis,fomantis,,True,753.png,Fomantis | fomantis
754,754,Lurantis,Lurantis,lurantis,,True,754.png,Lurantis | lurantis
755,755,Morelull,Morelull,morelull,,True,755.png,Morelull | morelull
756,756,Shiinotic,Shiinotic,shiinotic,,True,756.png,Shiinotic | shiinotic
757,757,Salandit,Salandit,salandit,,True,757.png,Salandit | salandit
758,758,Salazzle,Salazzle,salazzle,,True,758.png,Salazzle | salazzle
759,759,Stufful,Stufful,stufful,,True,759.png,Stufful | stufful
760,760,Bewear,Bewear,bewear,,True,760.png,Bewear | bewear
761,761,Bounsweet,Bounsweet,bounsweet,,True,761.png,Bounsweet | bounsweet
762,762,Steenee,Steenee,steenee,,True,762.png,Steenee | steenee
763,763,Tsareena,Tsareena,tsareena,,True,763.png,Tsareena | tsareena
764,764,Comfey,Comfey,comfey,,True,764.png,Comfey | comfey
765,765,Oranguru,Oranguru,oranguru,,True,765.png,Oranguru | oranguru
766,766,Passimian,Passimian,passimian,,True,766.png,Passimian | passimian
767,767,Wimpod,Wimpod,wimpod,,True,767.png,Wimpod | wimpod
768,768,Golisopod,Golisopod,golisopod,,True,768.png,Golisopod | golisopod
769,769,Sandygast,Sandygast,sandygast,,True,769.png,Sandygast | sandygast
770,770,Palossand,Palossand,palossand,,True,770.png,Palossand | palossand
771,771,Pyukumuku,Pyukumuku,pyukumuku,,True,771.png,Pyukumuku | pyukumuku
772,772,Type: Null,Type: Null,type-null,,True,772.png,Type: Null | type null | type-null
773,773,Silvally,Silvally,silvally,,True,773.png,Silvally | silvally
774,774,Minior,Minior,minior-red-meteor,,True,774.png,Minior | minior red meteor | minior-red-meteor
775,775,Komala,Komala,komala,,True,775.png,Komala | komala
776,776,Turtonator,Turtonator,turtonator,,True,776.png,Turtonator | turtonator
777,777,Togedemaru,Togedemaru,togedemaru,,True,777.png,Togedemaru | togedemaru
778,778,Mimikyu,Mimikyu,mimikyu-disguised,,True,778.png,Mimikyu | mimikyu disguised | mimikyu-disguised
779,779,Bruxish,Bruxish,bruxish,,True,779.png,Bruxish | bruxish
780,780,Drampa,Drampa,drampa,,True,780.png,Drampa | drampa
781,781,Dhelmise,Dhelmise,dhelmise,,True,781.png,Dhelmise | dhelmise
782,782,Jangmo-o,Jangmo-o,jangmo-o,,True,782.png,Jangmo o | Jangmo-o | jangmo o | jangmo-o
783,783,Hakamo-o,Hakamo-o,hakamo-o,,True,783.png,Hakamo o | Hakamo-o | hakamo o | hakamo-o
784,784,Kommo-o,Kommo-o,kommo-o,,True,784.png,Kommo o | Kommo-o | kommo o | kommo-o
785,785,Tapu Koko,Tapu Koko,tapu-koko,,True,785.png,Tapu Koko | tapu koko | tapu-koko
786,786,Tapu Lele,Tapu Lele,tapu-lele,,True,786.png,Tapu Lele | tapu lele | tapu-lele
787,787,Tapu Bulu,Tapu Bulu,tapu-bulu,,True,787.png,Tapu Bulu | tapu bulu | tapu-bulu
788,788,Tapu Fini,Tapu Fini,tapu-fini,,True,788.png,Tapu Fini | tapu fini | tapu-fini
789,789,Cosmog,Cosmog,cosmog,,True,789.png,Cosmog | cosmog
790,790,Cosmoem,Cosmoem,cosmoem,,True,790.png,Cosmoem | cosmoem
791,791,Solgaleo,Solgaleo,solgaleo,,True,791.png,Solgaleo | solgaleo
792,792,Lunala,Lunala,lunala,,True,792.png,Lunala | lunala
793,793,Nihilego,Nihilego,nihilego,,True,793.png,Nihilego | nihilego
794,794,Buzzwole,Buzzwole,buzzwole,,True,794.png,Buzzwole | buzzwole
795,795,Pheromosa,Pheromosa,pheromosa,,True,795.png,Pheromosa | pheromosa
796,796,Xurkitree,Xurkitree,xurkitree,,True,796.png,Xurkitree | xurkitree
797,797,Celesteela,Celesteela,celesteela,,True,797.png,Celesteela | celesteela
798,798,Kartana,Kartana,kartana,,True,798.png,Kartana | kartana
799,799,Guzzlord,Guzzlord,guzzlord,,True,799.png,Guzzlord | guzzlord
800,800,Necrozma,Necrozma,necrozma,,True,800.png,Necrozma | necrozma
801,801,Magearna,Magearna,magearna,,True,801.png,Magearna | magearna
802,802,Marshadow,Marshadow,marshadow,,True,802.png,Marshadow | marshadow
803,803,Poipole,Poipole,poipole,,True,803.png,Poipole | poipole
804,804,Naganadel,Naganadel,naganadel,,True,804.png,Naganadel | naganadel
805,805,Stakataka,Stakataka,stakataka,,True,805.png,Stakataka | stakataka
806,806,Blacephalon,Blacephalon,blacephalon,,True,806.png,Blacephalon | blacephalon
807,807,Zeraora,Zeraora,zeraora,,True,807.png,Zeraora | zeraora
808,808,Meltan,Meltan,meltan,,True,808.png,Meltan | meltan
809,809,Melmetal,Melmetal,melmetal,,True,809.png,Melmetal | melmetal
810,810,Grookey,Grookey,grookey,,True,810.png,Grookey | grookey
811,811,Thwackey,Thwackey,thwackey,,True,811.png,Thwackey | thwackey
812,812,Rillaboom,Rillaboom,rillaboom,,True,812.png,Rillaboom | rillaboom
813,813,Scorbunny,Scorbunny,scorbunny,,True,813.png,Scorbunny | scorbunny
814,814,Raboot,Raboot,raboot,,True,814.png,Raboot | raboot
815,815,Cinderace,Cinderace,cinderace,,True,815.png,Cinderace | cinderace
816,816,Sobble,Sobble,sobble,,True,816.png,Sobble | sobble
817,817,Drizzile,Drizzile,drizzile,,True,817.png,Drizzile | drizzile
818,818,Inteleon,Inteleon,inteleon,,True,818.png,Inteleon | inteleon
819,819,Skwovet,Skwovet,skwovet,,True,819.png,Skwovet | skwovet
820,820,Greedent,Greedent,greedent,,True,820.png,Greedent | greedent
821,821,Rookidee,Rookidee,rookidee,,True,821.png,Rookidee | rookidee
822,822,Corvisquire,Corvisquire,corvisquire,,True,822.png,Corvisquire | corvisquire
823,823,Corviknight,Corviknight,corviknight,,True,823.png,Corviknight | corviknight
824,824,Blipbug,Blipbug,blipbug,,True,824.png,Blipbug | blipbug
825,825,Dottler,Dottler,dottler,,True,825.png,Dottler | dottler
826,826,Orbeetle,Orbeetle,orbeetle,,True,826.png,Orbeetle | orbeetle
827,827,Nickit,Nickit,nickit,,True,827.png,Nickit | nickit
828,828,Thievul,Thievul,thievul,,True,828.png,Thievul | thievul
829,829,Gossifleur,Gossifleur,gossifleur,,True,829.png,Gossifleur | gossifleur
830,830,Eldegoss,Eldegoss,eldegoss,,True,830.png,Eldegoss | eldegoss
831,831,Wooloo,Wooloo,wooloo,,True,831.png,Wooloo | wooloo
832,832,Dubwool,Dubwool,dubwool,,True,832.png,Dubwool | dubwool
833,833,Chewtle,Chewtle,chewtle,,True,833.png,Chewtle | chewtle
834,834,Drednaw,Drednaw,drednaw,,True,834.png,Drednaw | drednaw
835,835,Yamper,Yamper,yamper,,True,835.png,Yamper | yamper
836,836,Boltund,Boltund,boltund,,True,836.png,Boltund | boltund
837,837,Rolycoly,Rolycoly,rolycoly,,True,837.png,Rolycoly | rolycoly
838,838,Carkol,Carkol,carkol,,True,838.png,Carkol | carkol
839,839,Coalossal,Coalossal,coalossal,,True,839.png,Coalossal | coalossal
840,840,Applin,Applin,applin,,True,840.png,Applin | applin
841,841,Flapple,Flapple,flapple,,True,841.png,Flapple | flapple
842,842,Appletun,Appletun,appletun,,True,842.png,Appletun | appletun
843,843,Silicobra,Silicobra,silicobra,,True,843.png,Silicobra | silicobra
844,844,Sandaconda,Sandaconda,sandaconda,,True,844.png,Sandaconda | sandaconda
845,845,Cramorant,Cramorant,cramorant,,True,845.png,Cramorant | cramorant
846,846,Arrokuda,Arrokuda,arrokuda,,True,846.png,Arrokuda | arrokuda
847,847,Barraskewda,Barraskewda,barraskewda,,True,847.png,Barraskewda | barraskewda
848,848,Toxel,Toxel,toxel,,True,848.png,Toxel | toxel
849,849,Toxtricity,Toxtricity,toxtricity-amped,,True,849.png,Toxtricity | toxtricity amped | toxtricity-amped
850,850,Sizzlipede,Sizzlipede,sizzlipede,,True,850.png,Sizzlipede | sizzlipede
851,851,Centiskorch,Centiskorch,centiskorch,,True,851.png,Centiskorch | centiskorch
852,852,Clobbopus,Clobbopus,clobbopus,,True,852.png,Clobbopus | clobbopus
853,853,Grapploct,Grapploct,grapploct,,True,853.png,Grapploct | grapploct
854,854,Sinistea,Sinistea,sinistea,,True,854.png,Sinistea | sinistea
855,855,Polteageist,Polteageist,polteageist,,True,855.png,Polteageist | polteageist
856,856,Hatenna,Hatenna,hatenna,,True,856.png,Hatenna | hatenna
857,857,Hattrem,Hattrem,hattrem,,True,857.png,Hattrem | hattrem
858,858,Hatterene,Hatterene,hatterene,,True,858.png,Hatterene | hatterene
859,859,Impidimp,Impidimp,impidimp,,True,859.png,Impidimp | impidimp
860,860,Morgrem,Morgrem,morgrem,,True,860.png,Morgrem | morgrem
861,861,Grimmsnarl,Grimmsnarl,grimmsnarl,,True,861.png,Grimmsnarl | grimmsnarl
862,862,Obstagoon,Obstagoon,obstagoon,,True,862.png,Obstagoon | obstagoon
863,863,Perrserker,Perrserker,perrserker,,True,863.png,Perrserker | perrserker
864,864,Cursola,Cursola,cursola,,True,864.png,Cursola | cursola
865,865,Sirfetch’d,Sirfetch’d,sirfetchd,,True,865.png,Sirfetch’d | sirfetchd
866,866,Mr. Rime,Mr. Rime,mr-rime,,True,866.png,Mr. Rime | mr rime | mr-rime
867,867,Runerigus,Runerigus,runerigus,,True,867.png,Runerigus | runerigus
868,868,Milcery,Milcery,milcery,,True,868.png,Milcery | milcery
869,869,Alcremie,Alcremie,alcremie,,True,869.png,Alcremie | alcremie
870,870,Falinks,Falinks,falinks,,True,870.png,Falinks | falinks
871,871,Pincurchin,Pincurchin,pincurchin,,True,871.png,Pincurchin | pincurchin
872,872,Snom,Snom,snom,,True,872.png,Snom | snom
873,873,Frosmoth,Frosmoth,frosmoth,,True,873.png,Frosmoth | frosmoth
874,874,Stonjourner,Stonjourner,stonjourner,,True,874.png,Stonjourner | stonjourner
875,875,Eiscue,Eiscue,eiscue-ice,,True,875.png,Eiscue | eiscue ice | eiscue-ice
876,876,Indeedee,Indeedee,indeedee-male,,True,876.png,Indeedee | indeedee male | indeedee-male
877,877,Morpeko,Morpeko,morpeko-full-belly,,True,877.png,Morpeko | morpeko full belly | morpeko-full-belly
878,878,Cufant,Cufant,cufant,,True,878.png,Cufant | cufant
879,879,Copperajah,Copperajah,copperajah,,True,879.png,Copperajah | copperajah
880,880,Dracozolt,Dracozolt,dracozolt,,True,880.png,Dracozolt | dracozolt
881,881,Arctozolt,Arctozolt,arctozolt,,True,881.png,Arctozolt | arctozolt
882,882,Dracovish,Dracovish,dracovish,,True,882.png,Dracovish | dracovish
883,883,Arctovish,Arctovish,arctovish,,True,883.png,Arctovish | arctovish
884,884,Duraludon,Duraludon,duraludon,,True,884.png,Duraludon | duraludon
885,885,Dreepy,Dreepy,dreepy,,True,885.png,Dreepy | dreepy
886,886,Drakloak,Drakloak,drakloak,,True,886.png,Drakloak | drakloak
887,887,Dragapult,Dragapult,dragapult,,True,887.png,Dragapult | dragapult
888,888,Zacian,Zacian,zacian,,True,888.png,Zacian | zacian
889,889,Zamazenta,Zamazenta,zamazenta,,True,889.png,Zamazenta | zamazenta
890,890,Eternatus,Eternatus,eternatus,,True,890.png,Eternatus | eternatus
891,891,Kubfu,Kubfu,kubfu,,True,891.png,Kubfu | kubfu
892,892,Urshifu,Urshifu,urshifu-single-strike,,True,892.png,Urshifu | urshifu single strike | urshifu-single-strike
893,893,Zarude,Zarude,zarude,,True,893.png,Zarude | zarude
894,894,Regieleki,Regieleki,regieleki,,True,894.png,Regieleki | regieleki
895,895,Regidrago,Regidrago,regidrago,,True,895.png,Regidrago | regidrago
896,896,Glastrier,Glastrier,glastrier,,True,896.png,Glastrier | glastrier
897,897,Spectrier,Spectrier,spectrier,,True,897.png,Spectrier | spectrier
898,898,Calyrex,Calyrex,calyrex,,True,898.png,Calyrex | calyrex
899,899,Wyrdeer,Wyrdeer,wyrdeer,,True,899.png,Wyrdeer | wyrdeer
900,900,Kleavor,Kleavor,kleavor,,True,900.png,Kleavor | kleavor
901,901,Ursaluna,Ursaluna,ursaluna,,True,901.png,Ursaluna | ursaluna
902,902,Basculegion,Basculegion,basculegion-male,,True,902.png,Basculegion | basculegion male | basculegion-male
903,903,Sneasler,Sneasler,sneasler,,True,903.png,Sneasler | sneasler
904,904,Overqwil,Overqwil,overqwil,,True,904.png,Overqwil | overqwil
905,905,Enamorus,Enamorus,enamorus-incarnate,,True,905.png,Enamorus | enamorus incarnate | enamorus-incarnate
906,906,Sprigatito,Sprigatito,sprigatito,,True,906.png,Sprigatito | sprigatito
907,907,Floragato,Floragato,floragato,,True,907.png,Floragato | floragato
908,908,Meowscarada,Meowscarada,meowscarada,,True,908.png,Meowscarada | meowscarada
909,909,Fuecoco,Fuecoco,fuecoco,,True,909.png,Fuecoco | fuecoco
910,910,Crocalor,Crocalor,crocalor,,True,910.png,Crocalor | crocalor
911,911,Skeledirge,Skeledirge,skeledirge,,True,911.png,Skeledirge | skeledirge
912,912,Quaxly,Quaxly,quaxly,,True,912.png,Quaxly | quaxly
913,913,Quaxwell,Quaxwell,quaxwell,,True,913.png,Quaxwell | quaxwell
914,914,Quaquaval,Quaquaval,quaquaval,,True,914.png,Quaquaval | quaquaval
915,915,Lechonk,Lechonk,lechonk,,True,915.png,Lechonk | lechonk
916,916,Oinkologne,Oinkologne,oinkologne-male,,True,916.png,Oinkologne | oinkologne male | oinkologne-male
917,917,Tarountula,Tarountula,tarountula,,True,917.png,Tarountula | tarountula
918,918,Spidops,Spidops,spidops,,True,918.png,Spidops | spidops
919,919,Nymble,Nymble,nymble,,True,919.png,Nymble | nymble
920,920,Lokix,Lokix,lokix,,True,920.png,Lokix | lokix
921,921,Pawmi,Pawmi,pawmi,,True,921.png,Pawmi | pawmi
922,922,Pawmo,Pawmo,pawmo,,True,922.png,Pawmo | pawmo
923,923,Pawmot,Pawmot,pawmot,,True,923.png,Pawmot | pawmot
924,924,Tandemaus,Tandemaus,tandemaus,,True,924.png,Tandemaus | tandemaus
925,925,Maushold,Maushold,maushold-family-of-four,,True,925.png,Maushold | maushold family of four | maushold-family-of-four
926,926,Fidough,Fidough,fidough,,True,926.png,Fidough | fidough
927,927,Dachsbun,Dachsbun,dachsbun,,True,927.png,Dachsbun | dachsbun
928,928,Smoliv,Smoliv,smoliv,,True,928.png,Smoliv | smoliv
929,929,Dolliv,Dolliv,dolliv,,True,929.png,Dolliv | dolliv
930,930,Arboliva,Arboliva,arboliva,,True,930.png,Arboliva | arboliva
931,931,Squawkabilly,Squawkabilly,squawkabilly-green-plumage,,True,931.png,Squawkabilly | squawkabilly green plumage | squawkabilly-green-plumage
932,932,Nacli,Nacli,nacli,,True,932.png,Nacli | nacli
933,933,Naclstack,Naclstack,naclstack,,True,933.png,Naclstack | naclstack
934,934,Garganacl,Garganacl,garganacl,,True,934.png,Garganacl | garganacl
935,935,Charcadet,Charcadet,charcadet,,True,935.png,Charcadet | charcadet
936,936,Armarouge,Armarouge,armarouge,,True,936.png,Armarouge | armarouge
937,937,Ceruledge,Ceruledge,ceruledge,,True,937.png,Ceruledge | ceruledge
938,938,Tadbulb,Tadbulb,tadbulb,,True,938.png,Tadbulb | tadbulb
939,939,Bellibolt,Bellibolt,bellibolt,,True,939.png,Bellibolt | bellibolt
940,940,Wattrel,Wattrel,wattrel,,True,940.png,Wattrel | wattrel
941,941,Kilowattrel,Kilowattrel,kilowattrel,,True,941.png,Kilowattrel | kilowattrel
942,942,Maschiff,Maschiff,maschiff,,True,942.png,Maschiff | maschiff
943,943,Mabosstiff,Mabosstiff,mabosstiff,,True,943.png,Mabosstiff | mabosstiff
944,944,Shroodle,Shroodle,shroodle,,True,944.png,Shroodle | shroodle
945,945,Grafaiai,Grafaiai,grafaiai,,True,945.png,Grafaiai | grafaiai
946,946,Bramblin,Bramblin,bramblin,,True,946.png,Bramblin | bramblin
947,947,Brambleghast,Brambleghast,brambleghast,,True,947.png,Brambleghast | brambleghast
948,948,Toedscool,Toedscool,toedscool,,True,948.png,Toedscool | toedscool
949,949,Toedscruel,Toedscruel,toedscruel,,True,949.png,Toedscruel | toedscruel
950,950,Klawf,Klawf,klawf,,True,950.png,Klawf | klawf
951,951,Capsakid,Capsakid,capsakid,,True,951.png,Capsakid | capsakid
952,952,Scovillain,Scovillain,scovillain,,True,952.png,Scovillain | scovillain
953,953,Rellor,Rellor,rellor,,True,953.png,Rellor | rellor
954,954,Rabsca,Rabsca,rabsca,,True,954.png,Rabsca | rabsca
955,955,Flittle,Flittle,flittle,,True,955.png,Flittle | flittle
956,956,Espathra,Espathra,espathra,,True,956.png,Espathra | espathra
957,957,Tinkatink,Tinkatink,tinkatink,,True,957.png,Tinkatink | tinkatink
958,958,Tinkatuff,Tinkatuff,tinkatuff,,True,958.png,Tinkatuff | tinkatuff
959,959,Tinkaton,Tinkaton,tinkaton,,True,959.png,Tinkaton | tinkaton
960,960,Wiglett,Wiglett,wiglett,,True,960.png,Wiglett | wiglett
961,961,Wugtrio,Wugtrio,wugtrio,,True,961.png,Wugtrio | wugtrio
962,962,Bombirdier,Bombirdier,bombirdier,,True,962.png,Bombirdier | bombirdier
963,963,Finizen,Finizen,finizen,,True,963.png,Finizen | finizen
964,964,Palafin,Palafin,palafin-zero,,True,964.png,Palafin | palafin zero | palafin-zero
965,965,Varoom,Varoom,varoom,,True,965.png,Varoom | varoom
966,966,Revavroom,Revavroom,revavroom,,True,966.png,Revavroom | revavroom
967,967,Cyclizar,Cyclizar,cyclizar,,True,967.png,Cyclizar | cyclizar
968,968,Orthworm,Orthworm,orthworm,,True,968.png,Orthworm | orthworm
969,969,Glimmet,Glimmet,glimmet,,True,969.png,Glimmet | glimmet
970,970,Glimmora,Glimmora,glimmora,,True,970.png,Glimmora | glimmora
971,971,Greavard,Greavard,greavard,,True,971.png,Greavard | greavard
972,972,Houndstone,Houndstone,houndstone,,True,972.png,Houndstone | houndstone
973,973,Flamigo,Flamigo,flamigo,,True,973.png,Flamigo | flamigo
974,974,Cetoddle,Cetoddle,cetoddle,,True,974.png,Cetoddle | cetoddle
975,975,Cetitan,Cetitan,cetitan,,True,975.png,Cetitan | cetitan
976,976,Veluza,Veluza,veluza,,True,976.png,Veluza | veluza
977,977,Dondozo,Dondozo,dondozo,,True,977.png,Dondozo | dondozo
978,978,Tatsugiri,Tatsugiri,tatsugiri-curly,,True,978.png,Tatsugiri | tatsugiri curly | tatsugiri-curly
979,979,Annihilape,Annihilape,annihilape,,True,979.png,Annihilape | annihilape
980,980,Clodsire,Clodsire,clodsire,,True,980.png,Clodsire | clodsire
981,981,Farigiraf,Farigiraf,farigiraf,,True,981.png,Farigiraf | farigiraf
982,982,Dudunsparce,Dudunsparce,dudunsparce-two-segment,,True,982.png,Dudunsparce | dudunsparce two segment | dudunsparce-two-segment
983,983,Kingambit,Kingambit,kingambit,,True,983.png,Kingambit | kingambit
984,984,Great Tusk,Great Tusk,great-tusk,,True,984.png,Great Tusk | great tusk | great-tusk
985,985,Scream Tail,Scream Tail,scream-tail,,True,985.png,Scream Tail | scream tail | scream-tail
986,986,Brute Bonnet,Brute Bonnet,brute-bonnet,,True,986.png,Brute Bonnet | brute bonnet | brute-bonnet
987,987,Flutter Mane,Flutter Mane,flutter-mane,,True,987.png,Flutter Mane | flutter mane | flutter-mane
988,988,Slither Wing,Slither Wing,slither-wing,,True,988.png,Slither Wing | slither wing | slither-wing
989,989,Sandy Shocks,Sandy Shocks,sandy-shocks,,True,989.png,Sandy Shocks | sandy shocks | sandy-shocks
990,990,Iron Treads,Iron Treads,iron-treads,,True,990.png,Iron Treads | iron treads | iron-treads
991,991,Iron Bundle,Iron Bundle,iron-bundle,,True,991.png,Iron Bundle | iron bundle | iron-bundle
992,992,Iron Hands,Iron Hands,iron-hands,,True,992.png,Iron Hands | iron hands | iron-hands
993,993,Iron Jugulis,Iron Jugulis,iron-jugulis,,True,993.png,Iron Jugulis | iron jugulis | iron-jugulis
994,994,Iron Moth,Iron Moth,iron-moth,,True,994.png,Iron Moth | iron moth | iron-moth
995,995,Iron Thorns,Iron Thorns,iron-thorns,,True,995.png,Iron Thorns | iron thorns | iron-thorns
996,996,Frigibax,Frigibax,frigibax,,True,996.png,Frigibax | frigibax
997,997,Arctibax,Arctibax,arctibax,,True,997.png,Arctibax | arctibax
998,998,Baxcalibur,Baxcalibur,baxcalibur,,True,998.png,Baxcalibur | baxcalibur
999,999,Gimmighoul,Gimmighoul,gimmighoul,,True,999.png,Gimmighoul | gimmighoul
1000,1000,Gholdengo,Gholdengo,gholdengo,,True,1000.png,Gholdengo | gholdengo
1001,1001,Wo-Chien,Wo-Chien,wo-chien,,True,1001.png,Wo Chien | Wo-Chien | wo chien | wo-chien
1002,1002,Chien-Pao,Chien-Pao,chien-pao,,True,1002.png,Chien Pao | Chien-Pao | chien pao | chien-pao
1003,1003,Ting-Lu,Ting-Lu,ting-lu,,True,1003.png,Ting Lu | Ting-Lu | ting lu | ting-lu
1004,1004,Chi-Yu,Chi-Yu,chi-yu,,True,1004.png,Chi Yu | Chi-Yu | chi yu | chi-yu
1005,1005,Roaring Moon,Roaring Moon,roaring-moon,,True,1005.png,Roaring Moon | roaring moon | roaring-moon
1006,1006,Iron Valiant,Iron Valiant,iron-valiant,,True,1006.png,Iron Valiant | iron valiant | iron-valiant
1007,1007,Koraidon,Koraidon,koraidon,,True,1007.png,Koraidon | koraidon
1008,1008,Miraidon,Miraidon,miraidon,,True,1008.png,Miraidon | miraidon
1009,1009,Walking Wake,Walking Wake,walking-wake,,True,1009.png,Walking Wake | walking wake | walking-wake
1010,1010,Iron Leaves,Iron Leaves,iron-leaves,,True,1010.png,Iron Leaves | iron leaves | iron-leaves
1011,1011,Dipplin,Dipplin,dipplin,,True,1011.png,Dipplin | dipplin
1012,1012,Poltchageist,Poltchageist,poltchageist,,True,1012.png,Poltchageist | poltchageist
1013,1013,Sinistcha,Sinistcha,sinistcha,,True,1013.png,Sinistcha | sinistcha
1014,1014,Okidogi,Okidogi,okidogi,,True,1014.png,Okidogi | okidogi
1015,1015,Munkidori,Munkidori,munkidori,,True,1015.png,Munkidori | munkidori
1016,1016,Fezandipiti,Fezandipiti,fezandipiti,,True,1016.png,Fezandipiti | fezandipiti
1017,1017,Ogerpon,Ogerpon,ogerpon,,True,1017.png,Ogerpon | ogerpon
1018,1018,Archaludon,Archaludon,archaludon,,True,1018.png,Archaludon | archaludon
1019,1019,Hydrapple,Hydrapple,hydrapple,,True,1019.png,Hydrapple | hydrapple
1020,1020,Gouging Fire,Gouging Fire,gouging-fire,,True,1020.png,Gouging Fire | gouging fire | gouging-fire
1021,1021,Raging Bolt,Raging Bolt,raging-bolt,,True,1021.png,Raging Bolt | raging bolt | raging-bolt
1022,1022,Iron Boulder,Iron Boulder,iron-boulder,,True,1022.png,Iron Boulder | iron boulder | iron-boulder
1023,1023,Iron Crown,Iron Crown,iron-crown,,True,1023.png,Iron Crown | iron crown | iron-crown
1024,1024,Terapagos,Terapagos,terapagos,,True,1024.png,Terapagos | terapagos
1025,1025,Pecharunt,Pecharunt,pecharunt,,True,1025.png,Pecharunt | pecharunt
10001,386,Deoxys-Attack,Deoxys,deoxys-attack,deoxys-attack,False,10001.png,Deoxys | Deoxys Attack | Deoxys-Attack | deoxys attack | deoxys-attack
10002,386,Deoxys-Defense,Deoxys,deoxys-defense,deoxys-defense,False,10002.png,Deoxys | Deoxys Defense | Deoxys-Defense | deoxys defense | deoxys-defense
10003,386,Deoxys-Speed,Deoxys,deoxys-speed,deoxys-speed,False,10003.png,Deoxys | Deoxys Speed | Deoxys-Speed | deoxys speed | deoxys-speed
10004,413,Wormadam-Sandy,Wormadam,wormadam-sandy,wormadam-sandy,False,10004.png,Wormadam | Wormadam Sandy | Wormadam-Sandy | wormadam sandy | wormadam-sandy
10005,413,Wormadam-Trash,Wormadam,wormadam-trash,wormadam-trash,False,10005.png,Wormadam | Wormadam Trash | Wormadam-Trash | wormadam trash | wormadam-trash
10006,492,Shaymin-Sky,Shaymin,shaymin-sky,shaymin-sky,False,10006.png,Shaymin | Shaymin Sky | Shaymin-Sky | shaymin sky | shaymin-sky
10007,487,Giratina-Origin,Giratina,giratina-origin,giratina-origin,False,10007.png,Giratina | Giratina Origin | Giratina-Origin | giratina origin | giratina-origin
10008,479,Rotom-Heat,Rotom,rotom-heat,rotom-heat,False,10008.png,Rotom | Rotom Heat | Rotom-Heat | rotom heat | rotom-heat
10009,479,Rotom-Wash,Rotom,rotom-wash,rotom-wash,False,10009.png,Rotom | Rotom Wash | Rotom-Wash | rotom wash | rotom-wash
10010,479,Rotom-Frost,Rotom,rotom-frost,rotom-frost,False,10010.png,Rotom | Rotom Frost | Rotom-Frost | rotom frost | rotom-frost
10011,479,Rotom-Fan,Rotom,rotom-fan,rotom-fan,False,10011.png,Rotom | Rotom Fan | Rotom-Fan | rotom fan | rotom-fan
10012,479,Rotom-Mow,Rotom,rotom-mow,rotom-mow,False,10012.png,Rotom | Rotom Mow | Rotom-Mow | rotom mow | rotom-mow
10013,351,Castform-Sunny,Castform,castform-sunny,castform-sunny,False,10013.png,Castform | Castform Sunny | Castform-Sunny | castform sunny | castform-sunny
10014,351,Castform-Rainy,Castform,castform-rainy,castform-rainy,False,10014.png,Castform | Castform Rainy | Castform-Rainy | castform rainy | castform-rainy
10015,351,Castform-Snowy,Castform,castform-snowy,castform-snowy,False,10015.png,Castform | Castform Snowy | Castform-Snowy | castform snowy | castform-snowy
10016,550,Basculin-Blue-Striped,Basculin,basculin-blue-striped,basculin-blue-striped,False,10016.png,Basculin | Basculin Blue Striped | Basculin-Blue-Striped | basculin blue striped | basculin-blue-striped
10017,555,Darmanitan-Zen,Darmanitan,darmanitan-zen,darmanitan-zen,False,10017.png,Darmanitan | Darmanitan Zen | Darmanitan-Zen | darmanitan zen | darmanitan-zen
10018,648,Meloetta-Pirouette,Meloetta,meloetta-pirouette,meloetta-pirouette,False,10018.png,Meloetta | Meloetta Pirouette | Meloetta-Pirouette | meloetta pirouette | meloetta-pirouette
